,Answer,End,Start,TextTitle,Titles,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1
3859,"I think that the author refers Mr. and Mrs. Wormwood ""the mother"" and ""the father"" because if Matilda loved her mother and  father, the author would simply have called Mr. and Mrs. Wormwood ""Mother"" and ""Father"". But because they are beastly to Matilda, the author refers to them like he would if Matilda was trapped in a cage and the only guard was a beast. She would have called the beast ""the beast"" because she hates him.",[],[],Matilda,[],1386,,
3860,I would choose Dog man because he is the best cop alt of all cop and he is a hero but the  best part about him is saving people he will do any thing to help people.,[],[],Dog Man Unleashed,[],1387,,
3861,Charlie got a chocolate bare for his birthday.This only happens on his birthday because his parents can't afford that many chocolatebares.He wants get the golden ticket so he can go to get ultimate chocolate bares so he can feed his family.He doesn't get a golden ticket from that but he doesn't give up.He found a dollars and bought a chocolate and the golden ticket to go to mister wonkas factory,[],[],Charlie and the Chocolate Factory,[],1391,,
3862,no the fish dose not like the cat in the hat  because he try's to do tricks that in  press  the kids but it makes a crash and it brakes,[],[],The Cat in the Hat Comes Back,[],1392,,
3863,"Max is ""crying like a baby"" because he is realizing that his friend Freak is dying and that he is going to die soon. Max also realizes that Freak is not going to live for much longer and that freak the mighty lied to him and explained that he is going to get a brand new body but in reality he is dying and there isn't going to be a ""freak the mighty"" isn't going to be ""freak the mighty again""",[],[],Freak the Mighty,[],1393,,
3864,A boy went to a bad camp because he was accuse of stilling shoes.Every day you have to dig big holes in the hot sun.They don't give you water.Its not fun so do't do bad things.,[],[],Holes,[],1398,,
3865,"Jonas and the ""captain"" of everything when he was small he thought everything was all fine. Until he met the Giver, the Giver gave Jonas memories that the captain took away from everybody. He viewed the ""world"" he lived in not the same they get a shot everyday that help them forget memories but they didn't know it was for that. Jonas started going against the captain and everybody with her.",[],[],The Giver,[],1399,,
3866,"Ivan is an easygoing gorilla. Living at Exit 8 Big Top Mall and Video Arcade,he has grown accustomed to humans watching him through the glass walls of his domain.He rarely misses his life in the jungle. In fact, he hardly ever thinks about it at all.",[],[],The One and Only Ivan,[],1401,,
3867,"""I am Nate Wright and I am the I will check with you tomorrow and let you know if I have any questions let",[],[],Big Nate Flips Out,[],1403,,
3868,I have read NO DAVID! Junie B. Jingle bells batman smells PS.So dose May. These books are all fiction books. Fiction books are books that aren't reel. Fiction books can have crazy and weird things like eggs from a kitchen that fly's. That's what type of books these are. These are fiction books.,[],[],David Goes To School,[],1406,,
3869,No I don't think the person would like to join any of the crews.Because Charlie  is not that kind of kid and because is so poor he can't afford anything.,[],[],Charlie and the Chocolate Factory,[],1423,,
3870,Umm pirate because in one of the books he's playing as a pirate but also a superhero to dogs! Because he's always rescueing and fosters them till they get a home like Nala he rescued her and fell in love with her but she was adopted from the principles dad,[],[],Nala,[],1424,,
3871,It surprised me that Tom Brady's team the New England Patriots came back and beat the Seattle Seahawks in Super Bowl XLIX.  I expected that thee Seahawks would easily win the game.,[],[],Tom Brady,[],1428,,
3872,The way sisters argue is confusing but you have to talk it out,[],[],Sisters,[],1429,,
3873,"Draco Malfloy because, he's like the junior villain and doesn't like harry potter. Also his mom and dad are villans.",[],[],Harry Potter and the Chamber of Secrets,[],1433,,
3874,"The character I choose is Harry Potter and the most important things would include is that Harry Potter is smart and loves magic and that he loves all his friends Hermione,and Ron.",[],[],Harry Potter and the Sorcerer's Stone,[],1434,,
3875,"I would rather be friends with the main character from the last story I read. I would choose the person from the last text I read because he was a real boy and Rikki-Tikki-Tavi is a mongoose. Even though I believe it would be enjoyable to have a pet mongoose I would rather be able to play with a real boy. I also chose the main character from the last text I read because he is cunning, strong, tough, mature, and adventurous. Also if I was friends with the boy then we could roam around in the woods and hunt, trap and play together.",[],[],Rikki-Tikki-Tavi,[],1435,,
3876,when they could not find Winn-Dixie and they look and looked and no Winn-Dixie found but at the end Winn-Dixie was under the bed trying to go to sleep,[],[],Because of Winn-Dixie,[],1439,,
3877,Do you have a real name what is it dog man do you have a nickname,[],[],Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants,[],1440,,
3878,I would want to eat green eggs and ham because they are really good and they are amazing and it would be exciting,[],[],Green Eggs and Ham,[],1441,,
3879,In the beginning of the story Charlie and his family were always hungry.  They did not have a lot to eat.  Charlie wanted to eat chocolate. In the end Mr. Wonka gave him the chocolate factory because he was the only one left and Charlie was really happy and he could eat a lot of chocolate.,[],[],Charlie and the Chocolate Factory,[],1442,,
3880,"Though his Business was with tractors, Lamborghini real love was sports cars. By the end of the early 1960 he has  earned enough money to buy a Ferrari. When Lamborghini Ferrari got problems he took it to the manufacturer. But instead of fixing the problem, the company owner was rude to him. But the most important fact is that they was rude to him wen he took it to the manufacturer  for him to fix the problem.",[],[],Lamborghini,[],1443,,
3881,"In one scene of the story, Annabeth told Percy how she was never accepted into her own family. Annabeth's dad, stepmother and brothers all resented her. Whenever something horrible has happened, the family would blame it on her. In the end, Annabeth took off to live on the streets, and fought monsters off on her own, until she met Thalia and Luke. Annabeth was later sent a letter about how her father was sorry, but it was the same. In the end the book, Annabeth had taken Percy's advice and had mailed her father to attempt to make a relationship again.",[],[],"The Lightning Thief (Percy Jackson and the Olympians, #1)",[],1445,,
3882,"It focused on one person in the story, which is Winn Dixie. He and Opal were main characters, bonding together and everything.  Winn Dixie looked up to Opal.",[],[],Because of Winn-Dixie,[],1448,,
3883,"The only ideas I can think of that disagree with each other in this text and in another is that in the Percy Jackson series they worship the Greek Gods and in most other books they worship God. Even then It's not a huge disagreement because it sates that there is God too and not just Zeus, Posiden, Athena, Aries, etc. The only major thing different is that they add the Greek Gods too.",[],[],"The Lightning Thief (Percy Jackson and the Olympians, #1)",[],1453,,
3884,I connect with myself because I am very like the main character.  I like to play and bounce a ball.  I also hate my middle school.  Kids would make fun of me.  I connected to the main character in that way.,[],[],Middle School: The Worst Years of My Life,[],1456,,
3885,They should read this book because it is a wonderful adventure book if you lust to read adventures. If you read this satisfying book it feels comparable your in the book with Alice and the other animals and the other humans in this story. I believe that you will appreciat it just like I do. I hope you will like this book.,[],[],Alice's Adventures in Wonderland & Other Stories,[],1463,,
3886,The tree was excited more and more the boy took and when the tree only had the stump the boy was excited because he needed a peaceful  place to sit and rest,[],[],The Giving Tree,[],1467,,
3887,the diffrince  is that hard luck is about to try to be lucky because Greg is never lucky at all.And on Rodrick rules its about Rodrick and Greg that don't get together.Its and its also  about them mad at each other.,[],[],Diary of a Wimpy Kid: Rodrick Rules,[],1472,,
3888,"I would talk to the recess queen and see why she is such a big bully, then I would see if I could help her with her problems so she wouldn't be a bully anymore.",[],[],The Recess Queen,[],1474,,
3889,I recommend that kids read this book because it is silly and the characters repeat from book to book. Little Miss Giggles lost her giggle and many characters try to cure her to get it back.  Read this book to see if she is able to get her giggle back.,[],[],Little Miss Giggles,[],1475,,
3890,When Robert had won the poem contest because he had Wonkenstein reading his poem while he was in his backpack. Wonkenstein had out his hands and pulled on two party poppers to signal the ending of the poem.I think that was when Robert was the happiest because the book stated the crowd went wild. and the picture has Robert smiling.,[],[],Wonkenstein,[],1477,,
3891,"I learned that there was such thing as woman's baseball. I learned that mickey was about 13 when World War ll happened. I also learned that woman's baseball was created by a gum company owner and the Chicago Cubs' owner, Mr.Wrigley.",[],[],Mickey & Me,[],1479,,
3892,"America, The main character originally hated the thought of being in the selection. When she got picked she was infuriated about it. She wasn't even interested apply. When she got to the palace and met Prince Maxon, disliked it less. She grew to like the selection process throughout her time at the palace. She still missed her Boyfriend and neighbor dearly though.",[],[],The Selection,[],1480,,
3893,the mai problem is that Percy didint believe he was a deme god or a half blood .,[],[],"The Lightning Thief (Percy Jackson and the Olympians, #1)",[],1481,,
3894,"I am guessing Tom Riddle, a.k.a. lord Voldemort, You-Know-Who, and to my sister, Voldy moldy, is an antagonist horrible guy. He killed millions of innocent people, including Harry Potter's parents.",[],[],Harry Potter and the Sorcerer's Stone,[],1487,,
3895,They saw a tree hows and they saw a dinosaur book and and saw a dinosaurs and moved to a dinosaur place .,[],[],Dinosaurs Before Dark,[],1490,,
3896,"The bear and brain .

The bear always comes to his camp looking for food because it's smells like fish need chicken ect ... I don't blame the bear cause it's winter time and it's about to hibernate and try  to fill his stomach up.

Brian met the bear in his camp when the woke us the was looking at a rear end of a bear and he already killed a bear a long time ago.its kida Brian's fault cause he was cooking meat and he dropped small slivers of meat went he eats so I think it's some part of Brian's fault",[],[],Brian's Winter,[],1491,,
3897,rob because he look the tiger in the eye.so rob could be fear less to the tiger.rob showed no fear to the tiger.and he was next to a motel.also he was alone with the tiger.,[],[],The Tiger Rising,[],1496,,
3898,"Katniss sister has been chosen to go for the hunger games ,but Katniss does not her to go to the games",[],[],The Hunger Games,[],1497,,
3899,"In this text the main character is Stacey. She is very kind and open to ideas, but she has several rough times with her parents at home. If she had won 1,000,000 dollars I think she would share the money. She might share some with the baby-sitter club. I think this because the club needs more money to buy things for their kid-kit's. Or they could use it to get older people to be apart of their club.",[],[],Baby-Sitters Club Graphix #2: The Truth About Stacey (Full Color) (Baby-Sitters Club (Graphix)),[],1499,,
3900,Stanley feels frightened and suspicious in the begging of the book after a while he starts to get an in with the other kids at Camp Green Lake so that means his day after digging has gotten a lot easier and then a kid named zero starts to help stanley with his holes in exchange for reading experience and then towards the end of the book stanly a little mad and joyful mad because he learned he was being spied on and happy because he found the pot of gold.,[],[],Holes,[],1501,,
3901,His experience makes him feel like a slave since his mother and father died from Lord Voldemort also since Dudley gets anything he wants and Harry Potter has to sleep below the stairs. This makes him used to being a butler for Dudely.,[],[],Harry Potter and the Sorcerer's Stone,[],1502,,
3902,"I would help Penn in the mustard and shoe scene, what I would do is stop Crash from doing it.",[],[],Crash,[],1507,,
3903,This title is a great choice for this book because it is about a boy in 5th grade who makes a new word called frindle which is now another word for pen. His teacher Mrs. Granger hates this new word for some reason and Nick is determined to figure out why.,[],[],Frindle,[],1511,,
3904,"First, Rob is walking in the woods one rainy morning and he sees the tiger. Then, he goes to school and meets Sistine, a tough girl with a strong and independent personality. Later in the book, they become friends and let the tiger go.",[],[],The Tiger Rising,[],1512,,
3905,they are the same because they where all bad guys and the same thing about them they all sad that it felt good being good guys that is what the same thing about the bad guy.,[],[],The Bad Guys: Episode 1,[],1514,,
3906,The most interesting detail was that Esperanza was hardworking and she would just sit there when she was en the ranch of roses back in mexico.She possesses that detail because she is a girl that is the whole time trying to motavate her family.,[],[],Esperanza Rising,[],1516,,
3907,"Mrs. Granger did not like the kids saying the word frindle. she wanted them to say the correct word, ""pen""",[],[],Frindle,[],1518,,
3908,For you won't think that the green eggs and ham for you won't eat you have to buy eggs and ham from the store like the meat store and you can buy ham and buy the eggs from a store or any store when you get home you can make green eggs and ham for a dakarashon but make eggs and ham for your family or make eggs and ham for breakfast for your family and you it's good.,[],[],Green Eggs and Ham,[],1519,,
3909,The Hunger Games remind me of Harry Potter because they are both fantasy as well as them both using a bit of magic with their own unique powers.,[],[],Harry Potter and the Sorcerer's Stone,[],1522,,
3910,Saw is the word because it can have a mean of look or see something and it could mean a Equipment that cut down trees. And Harry Potter saw a tear fall from  professor Dumbledore's eyes.,[],[],Harry Potter and the Order of the Phoenix,[],1523,,
3911,"Rue is a word that had different meanings during the book. Rue defines a flower that is also an ornamental herb, Rue is also a character in the Hunger Games that Katniss befriends and forms an alliance with to sabotage other competitors. Rue's technique throughout the games is hiding, sneaking, and gliding to one location to the other with ease; meaning she is not capable of ending another humans life that easily.",[],[],The Hunger Games Series,[],1524,,
3912,This book is Old School of the best books ever because it is funny.,[],[],Diary of a Wimpy Kid: Old School,[],1527,,
3913,I think Hermione would disagree because she likes to stick with her own opinion and is not afraid to stand up for what she believes in and other Harry Potter characters do not stick up for their own opinion.,[],[],Harry Potter and the Chamber of Secrets,[],1528,,
3914,In the beginning Grizzwold  enjoys living in the forest with all of his friends. He gets kicked out or gets hurt or sometimes he'll find the right job. In the end he found a park where there was two people with two guns ready to eat him but this man who liked save him I don't really know his name but it's not that it's close to the errand and he said the only pictures they're allowed to shoot our pictures and that's all I know.,[],[],Grizzwold,[],1531,,
3915,The narrator in this text is Nate the main character he tells us what happens next and then on the last page he gives us details on the next book.,[],[],Big Nate Flips Out,[],1534,,
3916,I whould take the  babys powers in a flash  becuase the baby has really cool powers like whenthe dad came into the room to read the baby his night story he says no daddy let me read the story to you but the dad says you dont know how to read . the dog says the juice had made him smart and have super powers so the baby tought him self how to read this morning . so instead of the dad reading the story to the baby the baby read the story to his dad.,[],[],The Adventures of Super Diaper Baby,[],1536,,
3917,Harry Potter because he saw pepper Manor and was so horrified and was worried about what was going to happen. Also he didn't perffer to get trapped in there.,[],[],Harry Potter and the Sorcerer's Stone,[],1539,,
3918,"When the camera got lost, Nate accidentally revealed Francis secret which is his middle name - Butthurst. Because of his action, Nate lost is best friend since kindergarten, when he made a promise to each. Francis now choose not to trust Nate anymore and gave him the silent treatment. Nate now feel bad about it and wish he could find the camera and take back his words.",[],[],Big Nate Flips Out,[],1540,,
3919,Nate try's to get the camera because Nate looses the camera and he gets hypnotized and cleans out his locker to look for the camera,[],[],Big Nate Flips Out,[],1546,,
3920,Dirty Harry Potter's that have his kids he's always happy all the time even if he's really upset and he just he likes me nice people lot.,[],[],Harry Potter and the Chamber of Secrets,[],1547,,
3921,He has like no friends and he is kinda lonely until they become friends. Freak is different because he is tiny and his body is not like everybody's he also has a mind of his own and he is super intelligent. Freaks dad took off when he was born or when freaks mom was pregnant with him so he grew up without a dad and its different from Max because max's dad had to go to prison and he wanted to be in max's life but he didn't have a choice. Freak and Max are very similar but they are also different in many ways and it makes their friendship kinda magnificent,[],[],Freak the Mighty,[],1549,,
3922,It's a great title because hour means time and the book is mostly about time and there was a lot of magic during the story.All the magic was about time so that give another 1 up to the word hour.,[],[],The Hour of Magic,[],1561,,
3923,"Ivan was the happiest when Ruby came to the Big Top Mall. He was also, happiest when Ruby and Ivan went tor the zoo and Bob got to live with Julia. Ivan was also happiest when he saw 
Ruby with a new family to live with.",[],[],The One and Only Ivan,[],1562,,
3924,"I KNOW THAT WHEN RAINA FELL SHE KNOCKED HER TWO FRONT TEETH OUT BUT IN THE END SHE CAN SMILE. WHEN SHE FALLS SHE HAS TO GO THROUGH SURGERY ,BRACES ,AND A EARTHQAUKE.",[],[],Smile,[],1564,,
3925,Chester was upset because he did't like to leave his mom or go to school so what his mom did was kiss his hand it did't what every he did or where he goes her kiss will still be with him every where he goes Chester is similar to some one in my family one the first day of school my cousin wouldn't like to go  to school just like Chester,[],[],The Kissing Hand,[],1565,,
3926,Turtles are so cute and when i grow up i will study them when i am a huge boy and it will be cool to hang out with baby turtles and naming them tut and things.So that is why i feel that  turtles are amazingly cute,[],[],Turtles,[],1568,,
3927,The part I hated about the book is that the book kept talking about the driver that made the car over and over again. The part that I didn't stop reading was when they were talking about the things that were inside the Porsche 918 Spyder was funner to read about.,[],[],Porsche 918 Spyder,[],1571,,
3928,No because the last book i was reading was not about anything in the ocean it was different,[],[],I'm the Biggest Thing in the Ocean!,[],1573,,
3929,The text full explained and helped me understand the theme of the portion I have read so far because Webster family  took him to a shelter. So he fills like he is a alone .,[],[],Webster: Tale of an Outlaw,[],1576,,
3930,one lesson i learned from this text is never do something people already did.I know this because it said cheif gopper nopper always tried to to something before ook and gluk but they alway did it before him,[],[],"The Adventures of Ook and Gluk, Kung-Fu Cavemen from the Future",[],1578,,
3931,she wants them to learn about the dictionaries and learn all kinds of words and so they know what the words mean and also so they can go to the next grade and keep on going and she also wants everybody to think that they are good kids and so know the word Frindle is not a real word the actual word is pen.,[],[],Frindle,[],1580,,
3932,That they created captain underpants and other super heroes and that they made there principal into captain under pants.,[],[],The Adventures of Captain Underpants,[],1582,,
3933,a super hero because he already is one. I like the fact that he defeated me the talking toilets and that makes me feel really good and that's why he should be a superhero,[],[],Captain Underpants and the Attack of the Talking Toilets,[],1584,,
3934,yes because he is silly and has a cool pet his pet is fly guy and he could his name buzz and I will defend him like in the book he was getting bully.,[],[],Fly Guy's Amazing Tricks,[],1585,,
3935,"I would rather live in the world where this text is in because I would  be able to watch the Super Bowl and see all the hits and action that would be going on during the game. I would also get to see athletes work for their championship ring. The only problem  I probably wouldn't see were the commercials, but only some are entertaining anyway.",[],[],What Is the Super Bowl?,[],1587,,
3936,i thank he will be nice scene Big Nate is the main person because it is title after him but hes awesome  my man happy,[],[],Big Nate Lives It Up,[],1588,,
3937,Little Willy and stone fox are alike because of they both have dogs or a dog and they entered the dog sled race also Stone fox and Little Willy are different because of one is tall the other is short also in between the two is a Native American then a normal person.,[],[],Stone Fox,[],1591,,
3938,smile it means to be happy,[],[],Smile,[],1594,,
3939,Because the pigeon try's to  persuade the person watching the bus. so the Pigeon is my favorite .,[],[],Don't Let the Pigeon Drive the Bus!,[],1601,,
3940,SHARK! SHARK! Shark in the creek! Everyone out of the creek. I was afraid for the kids to be killed by the shark.,[],[],I Survived the Shark Attacks Of 1916,[],1602,,
3941,that there are some kids called George and Harald made captain underpants and they make pranks to other people  and also prank a invention contest then melvin tell on them then write things that there not  to do pranks then they when there are done they write a comic about the talking toilets and also test a machine that can bring copy back to live if it still works but it did so the talking toilet is real,[],[],Captain Underpants and the Attack of the Talking Toilets,[],1604,,
3942,"If I was a teacher reading a math test out loud to my  class, four  questions  I would ask  do you think that Annie was disappointed when Jack forgot his backpack in the book on top of the hill?  Another question I would ask would be  does  Jack like dinosaurs? Also my third question I would ask would be  does Jack like made up things. My fourth question would be,  does a T Rex have short arms?",[],[],Dinosaurs Before Dark,[],1606,,
3943,One part of the text that totally bored was Mr.Scary name.I was afraid of it because the teacher name was Mr.Scary. Another part of the reason why i could not stop reading because when he came up to the desk he yell an Junie had to stand up for herself to let him no she was not scared.,[],[],"Junie B., First Grader: Aloha-ha-ha!",[],1608,,
3944,"I have read Part 2 of this epic battle, They differ because of in the second part, had reversed the Combine O Tron 2000,in the first book it combined 2 objects into 1 matter. How they are the same is that they both have disgusting boogers in them.",[],[],"Captain Underpants and the Big, Bad Battle of the Bionic Booger Boy, Part 1: The Night of the Nasty Nostril Nuggets",[],1609,,
3945,"Minecraft is a really good game Now it, for Nintendo 3ds 
and pc and phone tablet Xbox one Xbox one x xbox360 to any console.",[],[],Minecraft: Combat Handbook,[],1610,,
3946,"One word or repeated phrase was prank.The reason that it was repeated so often was because,Chet pranked his friends by pretending there was monster in the swimming hole. Chet's friends pranked him by pretending they got eaten by a shark. Chet's friends were mad at him when he pulled the prank on them so he blamed himself saying 'I should have never pulled that prank."" prank all week.",[],[],I Survived the Shark Attacks Of 1916,[],1615,,
3947,"I remember when the book told me that the bus driver was going to be gone for a while, so the reader had to participate on substituting his bus.",[],[],Don't Let the Pigeon Drive the Bus!,[],1621,,
3948,I think you should watch star wars after this because this is a more funny version of Star Wars and Star Wars is a good movie and it's one of my favorite movies because it's fiction and it is about outer space and it has cool light sabers and it has aliens and it has a lot of action and I like action.,[],[],"Star Wars: Jedi Academy (Jedi Academy, #1)",[],1622,,
3949,"One word from the text that is not to be taken into consideration is when Ron says, ""bloody hell"" This is meant  to be taken as a joke when he says this to any of the characters in the book. It also is not meant to be taken literally when Ron says to Harry Potter and Hermoine that they are""bloody brilliant"" . When he says this, he does imply that they are brilliant, but the word bloody is meant to be kind of like a joke.",[],[],Harry Potter and the Sorcerer's Stone,[],1624,,
3950,one of the pictures tell me that the bus driver said'' don't let the pigeon drive the bus''.,[],[],Don't Let the Pigeon Drive the Bus!,[],1626,,
3951,"It surprised me that it was Ginny because she is the sister of Ron, and Percy. And Percy is Head boy! she was nervous about going to Hogwarts.I expected that Malfoy would be the hair of slytherin because he is a pure blood and he is in the slytherin house and he was happy that all the mud bloods where getting petrified andy probably wonted all of the mudbloods to be killed, including harry potter.",[],[],Harry Potter and the Chamber of Secrets,[],1629,,
3952,"One of the most interesting details in the main character, Charlie, he is a poor kid and it is super rare for Charlie to get the golden ticket to the chocolate factory. He possesses that detail by having a tiny cottage at the corner of the town, and he loves chocolate, and he has a very rare chance to get the golden ticket.",[],[],Charlie and the Chocolate Factory,[],1632,,
3953,This book dose remind me of the last book i read because i read another babysitters club before this one so that is why it reminds me of the last book i read and it also reminds me of the last book i read because they both have everything in common.,[],[],"The Truth About Stacey (The Babysitters Club, #3)",[],1634,,
3954,I can figure out  it's beast is a word they would  rather have  you to figure out. Because  if you have never read the book you might see that it could be a strong man. When you start to read you  figure out the beast is actually a prince that becomes a best by his actions. This is why I can tell the word beast is the word that is understood literally.,[],[],Beauty and the Beast,[],1635,,
3955,"The frog is still their, Humphrey is still their, Their still in a classroom",[],[],Friendship According to Humphrey,[],1648,,
3956,That Artur is stealing Jenny from Big Nate plus that Big Nate is trying to get Artur to love Gina which Big Nates friends are thinking Nate loves  Gina instead of Jenny and Gina wants Nate to get in to trouble and Nate finds a way to get under Gina and gives a comic book of his own and he got an A+ and Gina fails,[],[],Big Nate Strikes Again,[],1649,,
3957,In the story the most boring part was when Veruca was crazy about trying to get everything she wanted because one I hat crying and two just grow up because after awhile it gets boring of all that craziness and crying.The other part that I couldn't stop reading was when Charlie was getting those chocolate bars and you didn't know what was inside it,[],[],Charlie and the Chocolate Factory,[],1650,,
3958,"1.Dog Man, i think me and Dog Man would be an 8 because i love dogs and we would be the BEST of friends. 2.Evil Cat Petey,>:) I think we would be a 2 because i HATE cats and cats HATE dogs (most of the time) and cats are so boring they just sleep that's it (dogs aren't THAT lazy). 3.Petey's Side Kick,I think we would be a 4 because he/she is not AS evil as Petey, but he/she IS still a cat so i don't like he/she that much but i like it a little tiny bit more than Petey because Petey tried to KILL all the dogs in town even Dog Man but obviously dog man lived. 4.Dog Man's Boss,We would probably be a 4-5 because it doesn't seem like he really likes dogs especially Dog Man so me and him wouldn't be the best if friends but he is alright I guess we could still be friends",[],[],Dog Man,[],1651,,
3959,"Wolf and Scarlet were fighting because Wolf was furious because Scarlet wanted to go to the opera house and her death, and Scarlet didn't understand why Wolf was keeping her from her grandmother. Wolf wanted to keep Scarlet safe and to make sure they would see each other again. In Wolf's shoes, I would feel worried and protective. Scarlet just wanted to save her grandmother and find a way to go back to the farm and live happily ever after. In Scarlet's shoes, I would be furious that Wolf  was trying to keep her from her grandmother",[],[],Scarlet,[],1652,,
3960,The chapter I just read would be a 10. It was the best chapter because it was full with drama. Prim was chosen for the Hunger Games even though she had one ticket in the bowl. Then Katniss volunteered to play in the games in her place. This hasn't happened in a long time. I thought that was surprising.,[],[],The Hunger Games,[],1653,,
3961,This book takes place on the titanic in the sea.I would love to live in the world described in this text because it is a lot nicer than the last text I read.This text has no war whatsoever last text I read had a lot of war and slaves in it.The way I feel about this book is it is wowing there is many feeling in it,[],[],"The Sinking of the Titanic, 1912",[],1655,,
3962,"A TV series because, there is already a movie. It'll be amazing to watch episodes of Beezus and Ramona because you can make episodes about there adventures everyday.",[],[],Beezus and Ramona,[],1656,,
3963,Max found out that Freak is 'getting' a new and intelligent body that would improve his body size and would not have to worry about his insides expanding and getting crowded.Max is scared because freak is the first friend he has ever had an is scared  that it might kill Freak he tells Freak that it might kill him.Freak ends up dying anyways and this makes Max depressed and everyone leaves him alone.,[],[],Freak the Mighty,[],1659,,
3964,cluck the cluck mirror was biscuit was Orange but Harry Potter was glad that he read.,[],[],Harry Potter and the Sorcerer's Stone,[],1664,,
3965,I would love Abraham Lincoln because he liked to read into the night.  I could sit and discuss many authors' opinions and stories.  I also do not believe in slavery or a split nation and we could converse on these items also.,[],[],Abraham Lincoln,[],1671,,
3966,I was surprised when they traveled into space in the great glass elevator because I thought that they were going back to the factory. I expected them to go to the factory and Charlie inherent it.,[],[],Charlie and the Chocolate Factory,[],1672,,
3967,"I would draw a small baby that is laughing and cooing , I think that is very cute. I would draw this picture because at the beginning of the story , it says that baby Hellen Keller was always the light of the family.",[],[],Who Was Helen Keller?,[],1677,,
3968,I think it would be good to watch Captain America. Both movies are about people who are captains. They are also both heroes who help others.,[],[],Captain Underpants and the Tyrannical Retaliation of the Turbo Toilet 2000,[],1682,,
3969,That when you have a sister you will get into fights because in the story the sisters got into fights and I do not have a sister so that is something I learned from the book.,[],[],Sisters,[],1685,,
3970,my favorite character is pigeon,[],[],Don't Let the Pigeon Drive the Bus!,[],1686,,
3971,One scene that had a lot of action in it is the scene in the book where Harry Potter and his team play the wizards game with the broom against the other team and Harry gets the golden snitch. Another scene that compares to this one is the scene in the book where Harry and one of his older team mates was talking to him about the gane and how to play. These two scenes are similar because they are both about the magical game.,[],[],Harry Potter and the Sorcerer's Stone,[],1687,,
3972,I would name Nate detention because he gets in trouble at school and never has a happy day in his life so that is why i would give Nate that name.,[],[],Big Nate: In a Class by Himself,[],1688,,
3973,I will take stone fox to an emergency room/ vet so she can get stiches so she can get to alive again,[],[],Stone Fox,[],1695,,
3974,I would want to be friends with Winn-Dixie and opal because I could see them in real life and that would be cool,[],[],Because of Winn-Dixie,[],1696,,
3975,One of the big events is America got her name drawn to go to the palace for the selection. Because she got called she got to know Prince Maxon a little better and now she might have feelings for him. Because of this Maxon and America spent more time together grew closer together. The other girls still have a chance but America has a bigger one.,[],[],The Selection,[],1698,,
3976,It reveals that Harry Potter needs a bit of knowledge from his friends so he can do the task. Like the time when he had to save  his friends that we're under the water. So his other friend the house elf gave he gave him something interesting  to eat so he could breath under water. But if the house elf didn't give Harry Potter the interesting thing to eat Harry couldn't save his friends.,[],[],Harry Potter and the Goblet of Fire,[],1699,,
3977,"I read the other book Smile. They are similar to the Jedi Academy books because they have cartoon drawings with a story. 

I like the books about the sisters because they are funny and remind me of my family.",[],[],Sisters,[],1701,,
3978,"Matilda is the one i would choose because she is nice innocent and smart awesome,and OP(over powered).",[],[],Matilda,[],1703,,
3979,I think that the character would mostly to join a crew of prates. I think that he would most likely join a crew of superheroes because in the book he and his mighty robot save the world from other villains that try to take over the world. Also in the book if hes a prate he would not be saving the world from evil villains that try to take over the world or destroy his robot.,[],[],Ricky Ricotta's Mighty Robot vs. the Mecha Monkeys from Mars,[],1719,,
3980,"The friendship was between Percy Jackson and Grover Underwood. Grover is half goat, half human, which would make him a satyr. Percy is a demigod, which means that one of you parents is a god, one of your parents is a human.",[],[],"The Lightning Thief (Percy Jackson and the Olympians, #1)",[],1720,,
3981,that when u are watching a baby than you need to feed her at certain times. also that when you are watching a baby you have to actually watch her at all times you don't know what can happen,[],[],Bad Kitty Meets the Baby,[],1723,,
3982,they also got dog man and other dogs and they were  going to do something to dog man,[],[],Dog Man,[],1725,,
3983,The cat in the hat was a poor influence to the children but he had outrageous pleasure,[],[],The Cat in the Hat and Other Dr. Seuss Favorites,[],1728,,
3984,I would rather be friends with the main character in a book I read before called Ghosts. Because in that book there were people as the main character so I could understand them if we talk to each other. Also in the Ghosts book the main character was really nice.  In the book I am reading now the main character it is a dog so I can't understand him when he talks and I want to be able to have a conversation with the main character if they were my friend.,[],[],A Dog's Purpose,[],1730,,
3985,I believe a challenging word is tight end  because not many people know what that is. A tight end is a football player who is on offense. He catches passes and blocks for other players.  The author uses this many times because that's the position that  Rob Gronkowski plays in football.,[],[],Rob Gronkowski,[],1734,,
3986,don't let the pigeon drive the bus they might crash,[],[],Don't Let the Pigeon Drive the Bus!,[],1737,,
3987,This book is about a boy who had a enemy and his name was Jeremy and he did not like him so he he wanted to go to his dad and his dad took a piece of paper that had a recipe but his dad would not even say a word about what enemy pie is read the book to find out,[],[],Enemy Pie,[],1738,,
3988,"If Judd Travers was writing the book all the mean things that Marty had told would not be in there. Also when Judd told Marty´s dad, ¨That if he found Shiloh again he would break all his legs.¨ When Marty found Shiloh, Shiloh was not barking or crying. When Marty brought Shiloh back up to the woods he went to do to the shed and he got the wire that his dad had used when they had more chickens for Shiloh´s cage.",[],[],Shiloh,[],1739,,
